timestamp,open,high,low,close,volume
2006-09-21,16.6524,16.7194,16.5378,16.6675,1888200.0
2006-09-22,16.6632,16.6632,16.4772,16.4902,1918800.0
2006-09-25,16.5897,16.7389,16.4578,16.7043,2505400.0
2006-09-26,16.7713,16.8664,16.6653,16.754,1306800.0
2006-09-27,16.7194,16.9421,16.6891,16.9334,1889200.0
2006-09-28,16.9399,16.9702,16.6632,16.687,2469200.0
2006-09-29,16.6891,16.7864,16.5378,16.5486,2601000.0
2006-10-02,16.5399,16.6891,16.5399,16.5832,3286000.0
2006-10-03,16.6264,16.6351,16.4816,16.5962,2777800.0
2006-10-04,16.594,16.6199,16.4405,16.5962,2577400.0
2006-10-05,16.6005,16.6589,16.4772,16.5745,1631400.0
2006-10-06,16.5724,16.5724,16.4556,16.4816,1942400.0
2006-10-09,16.5183,16.6199,16.447,16.5075,1603600.0
2006-10-10,16.4967,16.7475,16.4599,16.7216,3403800.0
2006-10-11,16.7129,16.8426,16.6567,16.7648,2299600.0
2006-10-12,16.7951,16.8318,16.6935,16.8102,2152200.0
2006-10-13,16.8124,16.8556,16.7562,16.8361,1758600.0
2006-10-16,16.8102,16.9572,16.7734,16.9291,2160800.0
2006-10-17,16.8859,17.048,16.8794,16.9507,2071200.0
2006-10-18,16.9399,17.0221,16.9075,16.9443,2816400.0
2006-10-19,16.9572,17.2642,16.9118,17.2037,2100000.0
2006-10-20,17.2599,17.3637,17.1886,17.3183,2178600.0
2006-10-23,17.2751,17.5042,17.1864,17.4761,2300400.0
2006-10-24,17.4696,17.4696,17.3486,17.461,1853200.0
2006-10-25,17.5129,17.6945,17.4415,17.6167,2254400.0
2006-10-26,17.6188,17.7096,17.5172,17.5842,1958200.0
2006-10-27,17.5345,17.634,17.4286,17.4459,1882000.0
2006-10-30,17.4805,17.5518,17.3832,17.4178,1710800.0
2006-10-31,17.4761,17.5432,17.4113,17.5107,1675200.0
2006-11-01,17.5129,18.2566,17.5129,18.0772,10016000.0
2006-11-02,17.9021,17.9042,17.4156,17.5129,9807600.0
2006-11-03,17.5107,17.5994,17.4134,17.4394,3795600.0
2006-11-06,17.4091,17.4545,17.2145,17.2405,4614400.0
2006-11-07,17.2448,17.3183,17.2188,17.3096,2737400.0
2006-11-08,17.3226,17.5756,17.2902,17.4567,2514200.0
2006-11-09,17.4567,17.5648,17.4221,17.5194,3840800.0
2006-11-10,17.5129,17.5713,17.4956,17.5583,3270000.0
2006-11-13,17.5237,17.5972,17.5237,17.5518,1512000.0
2006-11-14,17.5129,17.5626,17.3594,17.3983,2823000.0
2006-11-15,17.2967,17.4221,17.2275,17.3875,3667600.0
2006-11-16,17.4805,17.5648,17.3702,17.3788,2878200.0
2006-11-17,17.3291,17.5626,17.3291,17.4891,1736000.0
2006-11-20,17.4048,17.5561,17.2815,17.4934,1739800.0
2006-11-21,17.4696,17.5215,17.4307,17.4934,1593000.0
2006-11-22,17.4632,17.554,17.4588,17.5237,1737000.0
2006-11-24,17.461,17.6967,17.461,17.6491,792200.0
2006-11-27,17.5021,17.5367,17.3702,17.4545,2359200.0
2006-11-28,17.4369,17.583,17.3802,17.4718,2597200.0
2006-11-29,17.5547,17.6441,17.4871,17.6026,3461200.0
2006-11-30,17.6245,17.6266,17.5765,17.6005,2982400.0
2006-12-01,17.5874,17.6332,17.5307,17.631,3095200.0
2006-12-04,17.6375,17.6768,17.6223,17.6484,3296400.0
2006-12-05,17.6855,17.7945,17.6506,17.6986,4688800.0
2006-12-06,17.7051,17.7378,17.6659,17.6833,3087800.0
2006-12-07,17.7182,17.7618,17.6659,17.6855,2696400.0
2006-12-08,17.6921,17.7531,17.6201,17.6899,2667400.0
2006-12-11,17.7051,17.7444,17.6419,17.6921,2047800.0
2006-12-12,17.703,17.8251,17.6942,17.8055,2310000.0
2006-12-13,17.8076,18.041,17.8076,18.0192,2810800.0
2006-12-14,17.9908,18.0977,17.9537,18.0519,1884600.0
2006-12-15,18.0519,18.0955,17.9995,18.0693,2624400.0
2006-12-18,18.078,18.0998,17.9385,17.9799,2770200.0
2006-12-19,17.945,18.174,17.8731,18.1587,2239000.0
2006-12-20,18.2089,18.2176,17.9777,17.9864,3021200.0
2006-12-21,18.0453,18.1042,17.8316,17.9254,2594000.0
2006-12-22,17.9472,17.9843,17.7727,17.9581,2160600.0
2006-12-26,17.9298,18.1129,17.8273,18.1042,1909800.0
2006-12-27,18.1042,18.3179,18.1042,18.3092,2534600.0
2006-12-28,18.2765,18.3833,18.2743,18.3048,2378200.0
2006-12-29,18.3048,18.3179,18.15,18.259,1878200.0
2007-01-03,18.2525,18.3179,18.0802,18.2547,4462400.0
2007-01-04,18.2023,18.2896,18.0889,18.1871,3367200.0
2007-01-05,18.1958,18.1958,17.8665,17.9079,5318000.0
2007-01-08,17.9254,18.0126,17.836,17.8534,3798000.0
2007-01-09,17.8534,17.86,17.6768,17.8251,4115800.0
2007-01-10,17.7945,17.8164,17.7051,17.7727,3413200.0
2007-01-11,17.7727,17.7924,17.5678,17.6463,5083000.0
2007-01-12,17.6092,17.655,17.3737,17.4609,5714800.0
2007-01-16,17.4674,17.5612,17.4456,17.4565,3038000.0
2007-01-17,17.4565,17.5132,17.3933,17.4674,2486800.0
2007-01-18,17.4892,17.5481,17.4456,17.5329,3290400.0
2007-01-19,17.5568,17.6266,17.4958,17.6092,2089800.0
2007-01-22,17.5896,17.6637,17.4674,17.5699,2573200.0
2007-01-23,17.559,17.6441,17.5111,17.6201,3266200.0
2007-01-24,18.0192,18.0715,17.8469,17.8818,7021400.0
2007-01-25,17.8491,18.0301,17.8164,17.8731,2796000.0
2007-01-26,17.6855,17.9385,17.6855,17.9036,1985200.0
2007-01-29,17.9428,17.9428,17.8207,17.8469,2619400.0
2007-01-30,17.884,17.9734,17.8403,17.9298,2024200.0
2007-01-31,17.884,18.1609,17.8425,18.0977,3782800.0
2007-02-01,18.2089,18.4488,18.0933,18.3572,4026000.0
2007-02-02,18.7083,18.9918,18.5185,18.8631,9317200.0
2007-02-05,18.8478,19.0485,18.7955,18.8675,4603400.0
2007-02-06,18.9329,19.0463,18.8478,19.0136,4210000.0
2007-02-07,19.0048,19.0375,18.9242,18.9743,2493200.0
2007-02-09,19.079,19.1662,19.0201,19.0659,3805000.0
2007-02-12,19.0768,19.188,19.0463,19.1073,1952400.0
2007-02-13,19.1662,19.1902,18.4706,18.9438,13801600.0
2007-02-14,18.9721,19.0942,18.9067,18.9285,4038400.0
2007-02-15,18.9503,18.983,18.8456,18.9285,2052000.0
2007-02-16,18.8762,18.9307,18.8326,18.8762,2742800.0
2007-02-20,18.8327,18.8349,18.7095,18.8195,4151600.0
2007-02-21,18.7381,18.8591,18.6897,18.7777,3947600.0
2007-02-22,18.7227,18.8217,18.6458,18.7623,2269000.0
2007-02-23,18.7557,18.8942,18.7271,18.8437,1913000.0
2007-02-26,19.1251,19.4154,19.002,19.2241,6713000.0
2007-02-27,19.1295,19.1955,18.6062,18.7183,5169200.0
2007-02-28,18.7271,18.9294,18.6326,18.8041,4640600.0
2007-03-01,18.8041,18.9162,18.6326,18.8107,3408200.0
2007-03-02,18.7887,18.8393,18.6897,18.6897,3070600.0
