timestamp,open,high,low,close,volume
2012-05-18,41.684,44.6083,37.6692,37.8476,536967000.0
2012-05-21,36.212,36.3409,32.7127,33.7338,153085300.0
2012-05-22,32.3757,33.2976,30.6707,30.7301,94809800.0
2012-05-23,31.0969,32.2171,31.087,31.7214,66844600.0
2012-05-24,32.6929,32.9209,31.4934,32.7425,44080000.0
2012-05-25,32.6136,32.6632,30.8392,31.6322,34891800.0
2012-05-29,31.1861,31.4141,28.4006,28.5889,73588500.0
2012-05-30,28.4799,29.2928,27.6175,27.9446,54345800.0
2012-05-31,28.3114,29.382,26.5964,29.3423,81821600.0
2012-06-01,28.6682,28.8962,27.1516,27.4787,38482900.0
2012-06-04,26.983,27.4093,26.2098,26.6658,33263400.0
2012-06-05,26.4676,27.5183,25.5258,25.6448,40881900.0
2012-06-06,25.8926,26.9335,25.2978,26.5766,59351900.0
2012-06-07,26.765,27.1119,25.9224,26.081,25110800.0
2012-06-08,26.3387,27.5183,26.2098,26.8641,36299500.0
2012-06-11,26.9434,27.8256,26.6064,26.765,26944100.0
2012-06-12,27.211,27.5283,26.7253,27.1615,14741800.0
2012-06-13,27.4192,27.8554,26.8641,27.0326,16594200.0
2012-06-14,27.4093,28.0735,27.1417,28.0437,16075400.0
2012-06-15,28.2717,29.838,28.1032,29.7587,30269400.0
2012-06-18,29.6794,31.8007,29.154,31.1366,41386500.0
2012-06-19,31.2654,31.8999,30.4328,31.6322,28617100.0
2012-06-20,31.6421,31.652,30.8788,31.3249,14853500.0
2012-06-21,31.3943,32.2171,31.2357,31.5628,20931600.0
2012-06-22,32.1279,33.1588,31.7809,32.7623,47142000.0
2012-06-25,32.5938,32.7326,31.2754,31.7809,22901800.0
2012-06-26,32.4054,33.1489,32.2171,32.8119,23794000.0
2012-06-27,32.1774,32.6136,31.6223,31.9494,26247400.0
2012-06-28,31.6818,31.9098,30.631,31.087,16549200.0
2012-06-29,31.6421,31.7115,30.4922,30.8293,18220500.0
2012-07-02,30.9581,31.4538,30.2841,30.5021,13400900.0
2012-07-03,30.6508,31.1663,30.5319,30.9284,8427700.0
2012-07-05,31.0474,31.3547,30.75,31.1961,9292000.0
2012-07-06,31.1663,31.6223,30.9879,31.4538,10195200.0
2012-07-09,31.8206,32.5938,31.7115,31.89,16794100.0
2012-07-10,32.1675,32.1973,30.8887,31.1961,13583500.0
2012-07-11,31.206,31.2853,30.2841,30.7004,11006800.0
2012-07-12,30.4328,31.1267,30.3336,30.5418,10890700.0
2012-07-13,30.7797,30.7995,30.294,30.4526,7655600.0
2012-07-16,30.2345,30.2345,27.9644,28.0041,23376400.0
2012-07-17,28.2519,28.3411,26.9137,27.8455,29209800.0
2012-07-18,28.1429,29.035,27.905,28.8566,16049200.0
2012-07-19,29.154,29.2432,28.3808,28.7476,12993700.0
2012-07-20,28.7476,29.2135,28.47,28.5096,11061100.0
2012-07-23,27.8752,28.7476,27.7662,28.4997,11756600.0
2012-07-24,28.5691,29.1936,27.8554,28.2023,10882300.0
2012-07-25,28.1429,29.2333,27.8356,29.0846,14120800.0
2012-07-26,27.4886,27.9843,26.4973,26.6064,43783500.0
2012-07-27,22.9881,24.3264,22.0861,23.5036,108680600.0
2012-07-30,23.7911,23.8307,22.8295,22.9485,26760400.0
2012-07-31,23.1666,23.1666,21.4219,21.521,53113900.0
2012-08-01,21.3525,21.3921,20.6586,20.6982,41931000.0
2012-08-02,20.6189,20.6586,19.6475,19.8656,52651800.0
2012-08-03,20.153,21.9671,19.7268,20.9064,76946900.0
2012-08-06,21.1641,21.9572,21.1146,21.7292,26230700.0
2012-08-07,22.0067,22.2546,20.3215,20.5396,34090800.0
2012-08-08,20.5297,20.9659,20.044,20.5396,27138300.0
2012-08-09,20.5694,20.9857,20.4306,20.8271,14072300.0
2012-08-10,21.2236,21.6301,20.9461,21.6102,24080300.0
2012-08-13,21.9572,22.2546,21.2137,21.412,23501000.0
2012-08-14,21.2236,21.412,20.0737,20.2026,36957500.0
2012-08-15,20.4603,21.2236,20.2224,21.0155,42598100.0
2012-08-16,20.2422,20.3017,19.5186,19.697,149401500.0
2012-08-17,19.8259,19.9052,18.8346,18.8842,105904400.0
2012-08-20,18.8842,19.9548,18.5868,19.8358,96641400.0
2012-08-21,19.4096,19.8061,18.9238,18.9932,67046100.0
2012-08-22,19.1816,19.36,18.795,19.2708,47460900.0
2012-08-23,19.3303,19.5582,19.1915,19.2708,30907500.0
2012-08-24,19.3501,19.5087,19.0824,19.241,26648000.0
2012-08-27,19.3203,19.36,18.9337,18.9833,19886100.0
2012-08-28,18.9337,19.2113,18.785,19.1716,24720200.0
2012-08-29,19.1617,19.2113,18.904,18.9337,15524300.0
2012-08-30,19.0923,19.2807,18.8941,18.9238,29090300.0
2012-08-31,18.5174,18.5372,17.873,17.9028,54071800.0
2012-09-04,17.9127,18.111,17.3972,17.5757,43474400.0
2012-09-05,18.101,18.5868,18.0217,18.4183,57281100.0
2012-09-06,18.5769,19.0923,18.557,18.795,44383000.0
2012-09-07,18.9337,19.2509,18.6165,18.8148,35495100.0
2012-09-10,18.8941,19.0329,18.3885,18.6463,22828300.0
2012-09-11,18.7553,19.4096,18.6859,19.2609,43801500.0
2012-09-12,20.5793,20.9758,20.1035,20.7478,110865800.0
2012-09-13,20.7775,21.293,20.4306,20.5297,63135700.0
2012-09-14,20.956,21.8878,20.7181,21.8085,70396800.0
2012-09-17,22.4627,22.552,21.3128,21.3327,48305800.0
2012-09-18,21.4219,21.7887,21.184,21.6796,35647600.0
2012-09-19,21.7787,23.1666,21.5805,23.0873,76791400.0
2012-09-20,22.8394,23.0377,22.3438,22.3934,55117000.0
2012-09-21,22.77,23.0377,22.4033,22.661,43396900.0
2012-09-24,21.5508,21.7887,20.3315,20.609,74665800.0
2012-09-25,21.0155,21.0254,20.044,20.1035,43420700.0
2012-09-26,19.9647,20.5991,19.6276,20.4405,36419700.0
2012-09-27,20.8073,20.8172,19.9845,20.1431,28059900.0
2012-09-28,20.3909,21.7589,20.3215,21.4714,63533000.0
2012-10-01,21.8878,22.3934,21.5408,21.7986,49304100.0
2012-10-02,21.8878,22.2942,21.6301,22.0761,28519500.0
2012-10-03,22.1059,22.2942,21.6102,21.64,30632500.0
2012-10-04,22.1257,22.205,21.2236,21.7589,44860200.0
2012-10-05,21.3029,21.4417,20.6982,20.728,38300800.0
2012-10-08,20.2224,20.5694,19.9845,20.2224,30531500.0
2012-10-09,20.2026,20.3711,19.7962,20.0539,26017200.0
2012-10-10,19.7565,19.7664,19.2807,19.469,37895400.0
2012-10-11,19.7069,19.7862,19.4393,19.5781,20550100.0
2012-10-12,19.5781,19.6276,19.3104,19.3501,18091600.0
2012-10-15,19.5087,19.7069,19.3203,19.3501,19309500.0
2012-10-16,19.5087,19.5186,19.132,19.3104,21008000.0
2012-10-17,19.3303,20.3017,19.2014,19.7069,42682800.0
2012-10-18,19.5285,19.6177,18.7256,18.8148,50459700.0
2012-10-19,18.8247,18.8941,18.6363,18.8346,32957600.0
2012-10-22,19.0329,19.2609,18.8842,19.1518,29889700.0
2012-10-23,19.0824,19.6276,18.9337,19.3303,50417400.0
2012-10-24,23.91,24.0389,22.6511,23.0278,189962700.0
2012-10-25,23.1071,23.1071,22.2744,22.3636,72998400.0
2012-10-26,22.205,22.6808,21.6895,21.749,69854500.0
2012-10-31,20.6586,21.3128,20.5495,20.9262,93011100.0
2012-11-01,20.8866,21.2534,20.8271,21.0254,35820900.0
2012-11-02,21.0848,21.5012,20.8866,20.9956,37333700.0
2012-11-05,20.9163,21.293,20.7379,21.065,30938800.0
2012-11-06,21.0551,21.184,20.8073,20.9857,26913400.0
2012-11-07,20.6685,20.7676,20.1927,20.2918,32247300.0
2012-11-08,20.3017,20.5495,19.8061,19.816,32934100.0
2012-11-09,19.7962,19.8259,18.9635,19.0428,40187300.0
2012-11-12,18.9932,19.9944,18.7057,19.8953,62347400.0
2012-11-13,19.4393,19.9349,19.3897,19.6871,65419900.0
2012-11-14,19.9151,22.3041,19.7565,22.1654,211211700.0
2012-11-15,22.1654,22.3041,21.4615,21.977,75626200.0
2012-11-16,22.0365,23.7217,21.9869,23.3549,104615700.0
2012-11-19,23.7514,23.91,22.6214,22.7205,80895900.0
