timestamp,open,high,low,close,volume
2006-09-18,11.8779,11.92,11.7997,11.8388,728700.0
2006-09-19,11.8267,11.8358,11.6674,11.7576,706300.0
2006-09-20,11.7455,11.8237,11.7335,11.7786,655100.0
2006-09-21,11.8448,11.92,11.8207,11.8809,753400.0
2006-09-22,11.8718,11.8959,11.7967,11.8508,472300.0
2006-09-25,11.8899,12.0282,11.8628,12.0102,806300.0
2006-09-26,11.938,12.0192,11.8478,11.944,1009400.0
2006-09-27,11.926,12.0312,11.8989,11.947,662600.0
2006-09-28,11.92,11.947,11.8297,11.8839,579400.0
2006-09-29,11.9049,11.956,11.8327,11.932,510600.0
2006-10-02,11.944,11.956,11.8508,11.8658,421600.0
2006-10-03,11.8929,12.0282,11.8297,11.9831,688200.0
2006-10-04,11.9891,12.3289,11.9891,12.3079,966000.0
2006-10-05,12.2988,12.3229,12.1485,12.1695,617100.0
2006-10-06,12.1906,12.2237,11.9741,12.1335,1002400.0
2006-10-09,12.0883,12.1455,11.938,11.9621,558300.0
2006-10-10,11.9801,12.0192,11.941,11.9831,484800.0
2006-10-11,11.941,12.0493,11.938,12.0282,661800.0
2006-10-12,12.0432,12.1996,12.0432,12.1786,624300.0
2006-10-13,12.2267,12.2387,12.1304,12.2387,492300.0
2006-10-16,12.2447,12.2718,12.1184,12.1816,447400.0
2006-10-17,12.1665,12.2417,12.1034,12.2327,586300.0
2006-10-18,12.3319,12.374,12.0914,12.2026,646900.0
2006-10-19,12.2116,12.2327,12.1154,12.1725,347600.0
2006-10-20,12.1756,12.2177,12.0944,12.2056,637900.0
2006-10-23,12.1996,12.3109,12.1906,12.3018,425800.0
2006-10-24,12.2748,12.3139,12.2237,12.3018,371000.0
2006-10-25,12.3289,12.35,12.2988,12.3289,649700.0
2006-10-26,12.3289,12.4041,12.2928,12.371,467800.0
2006-10-27,12.368,12.4763,12.3289,12.3439,474800.0
2006-10-30,12.3439,12.4823,12.3319,12.4342,462300.0
2006-10-31,12.4642,12.4642,12.0583,12.0914,1257700.0
2006-11-01,12.1545,12.3349,12.1485,12.2658,703700.0
2006-11-02,12.4492,12.6146,12.1936,12.5214,1156500.0
2006-11-03,12.6026,12.6296,12.4582,12.4973,775500.0
2006-11-06,12.2868,12.359,12.1485,12.3289,1429400.0
2006-11-07,12.3259,12.4462,12.2718,12.4101,1223900.0
2006-11-08,12.374,12.5454,12.3018,12.5003,780500.0
2006-11-09,12.5244,12.5304,12.1996,12.2177,958600.0
2006-11-10,12.2086,12.2297,12.1395,12.2267,641900.0
2006-11-13,12.2146,12.362,12.2086,12.2598,387300.0
2006-11-14,12.2387,12.2567,12.1335,12.2177,592900.0
2006-11-15,12.2387,12.356,12.2237,12.3289,764300.0
2006-11-16,12.3229,12.4432,12.3049,12.4342,487800.0
2006-11-17,12.359,12.4883,12.2898,12.4883,821000.0
2006-11-20,12.4492,12.5274,12.3921,12.5063,773400.0
2006-11-21,12.5335,12.5606,12.4341,12.4763,559300.0
2006-11-22,12.4499,12.5734,12.4439,12.5101,490300.0
2006-11-24,12.4921,12.5583,12.4529,12.5041,163100.0
2006-11-27,12.5252,12.5674,12.4258,12.4409,410700.0
2006-11-28,12.4077,12.5674,12.3957,12.5252,730200.0
2006-11-29,12.5131,12.6336,12.477,12.6125,690500.0
2006-11-30,12.6035,12.8595,12.5975,12.8083,1155100.0
2006-12-01,12.8444,12.8595,12.6457,12.7601,788400.0
2006-12-04,12.7932,12.998,12.7752,12.9498,732500.0
2006-12-05,12.9769,13.004,12.9137,12.983,647600.0
2006-12-06,12.989,13.001,12.8986,12.9709,290500.0
2006-12-07,13.0191,13.0854,12.9167,12.9227,727100.0
2006-12-08,12.9378,13.0462,12.8776,13.0161,775200.0
2006-12-11,13.0342,13.0432,12.9348,12.9739,464600.0
2006-12-12,12.9257,13.1155,12.7511,13.0823,1556800.0
2006-12-13,13.0763,13.1576,12.9016,12.9197,827100.0
2006-12-14,12.9016,12.9799,12.7932,12.8685,787200.0
2006-12-15,12.8986,13.004,12.8836,12.9016,714600.0
2006-12-18,12.9348,13.2841,12.9348,13.0613,1170400.0
2006-12-19,13.0101,13.0492,12.8776,13.0251,643300.0
2006-12-20,13.004,13.0944,12.9559,12.9709,588700.0
2006-12-21,12.983,12.992,12.8264,12.8986,436400.0
2006-12-22,12.8806,12.9197,12.745,12.8113,413600.0
2006-12-26,12.8083,13.1456,12.7752,13.0703,644700.0
2006-12-27,13.0823,13.1938,13.0582,13.1787,585700.0
